year,lga_id,lga,state,zone,lat,lon,pop_6_11,urban,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,tasso_fuori_scuola,divario_genere_pp,tasso_fuori_scuola_f,tasso_fuori_scuola_m,target_oos_t1,bambini_fuori_scuola
2024,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,92.982,55.918,5.519,53.042,38.24,29.181,34.013,5,64.919,12.798,49.339,32.454,49.62,1.76,50.589,48.828,50.168,28196
2025,59680162B9145923747098,Giade,Bauchi,North East,11.417,10.235,56824,0,78.759,38.962,5.549,35.637,34.52,38.454,38.376,5,93.859,26.686,54.125,22.465,50.168,-0.29,50.008,50.3,,28508
2020,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,78.08,42.181,5.14,73.659,29.97,41.115,38.705,3,41.805,30.832,61.503,18.454,48.435,0.57,48.75,48.178,51.408,10432
2021,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,88.319,52.861,3.965,66.888,37.41,24.971,34.608,2,72.977,36.663,61.455,14.551,51.408,3.38,53.266,49.888,61.657,11072
2022,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,88.584,33.601,4.835,76.336,22.163,25.809,35.976,1,71.786,48.037,33.097,10.901,61.657,4.19,63.96,59.772,53.315,13279
2023,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,89.558,29.593,4.206,58.471,44.33,18.988,35.491,7,64.636,43.99,63.092,17.133,53.315,0.66,53.68,53.016,60.352,11482
2024,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,96.338,39.365,4.253,74.746,22.62,58.147,37.119,1,38.863,28.695,49.759,23.453,60.352,1.5,61.179,59.675,45.402,12998
2025,59680162B91492845849591,Sokoto North,Sokoto,North West,13.066,5.231,21537,0,81.959,35.898,3.848,60.278,23.744,54.223,22.612,1,80.67,30.957,46.588,24.133,45.402,1.75,46.365,44.614,,9778
2020,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,73.066,65.447,2.551,54.419,55.381,43.132,21.173,5,46.558,8.093,65.596,17.396,27.777,1.92,28.831,26.916,33.719,6962
2021,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,70.736,68.095,1.207,42.385,33.976,73.71,30.786,1,50.927,16.678,51.747,22.183,33.719,0.43,33.954,33.527,28.53,8451
2022,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,64.543,62.835,1.597,44.628,58.909,65.735,33.817,2,67.916,17.768,67.608,29.688,28.53,2.74,30.037,27.297,37.616,7150
2023,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,85.028,53.957,2.942,35.774,47.428,49.979,29.091,3,41.806,0.511,61.001,24.212,37.616,-0.63,37.273,37.898,27.371,9427
2024,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,64.92,60.832,2.267,55.701,44.816,48.622,21.115,2,57.902,1.708,68.614,20.528,27.371,0.97,27.906,26.933,24.058,6860
2025,59680162B91711719497512,Jos South,Plateau,North Central,9.761,8.85,25062,0,69.316,61.174,3.801,39.904,66.711,55.167,17.708,0,45.61,6.973,59.549,23.196,24.058,-0.71,23.666,24.378,,6029
2020,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,60.908,93.159,0.591,49.834,84.345,77.909,11.682,0,19.991,0.0,96.255,34.65,10.119,-1.28,9.415,10.695,7.295,3085
2021,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,58.693,96.142,1.065,34.923,99.0,75.938,0.5,2,30.874,0.0,96.691,24.278,7.295,-0.39,7.078,7.472,5.959,2224
2022,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,57.177,98.432,0.772,41.039,91.176,84.008,0.5,1,52.514,0.0,93.925,9.788,5.959,-0.89,5.471,6.359,8.771,1817
2023,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,70.362,99.0,0.781,29.046,89.675,99.0,18.037,0,38.641,0.0,80.313,23.829,8.771,-3.0,7.121,10.121,9.938,2674
2024,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,59.752,94.63,0.2,28.673,70.909,94.876,0.5,0,56.062,7.081,99.0,24.74,9.938,-2.57,8.527,11.092,9.864,3030
2025,59680162B91755424681987,Oru East,Imo,South East,5.723,6.953,30485,1,65.71,85.733,1.905,40.782,99.0,82.69,0.76,1,38.666,0.0,99.0,21.255,9.864,-2.14,8.69,10.825,,3007
2020,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,67.067,45.15,3.838,46.152,30.236,43.335,17.474,1,53.96,21.189,48.875,12.612,31.804,0.26,31.946,31.688,18.154,12588
2021,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,74.484,61.238,1.812,44.474,43.165,63.887,20.404,0,58.424,0.524,48.651,23.552,18.154,-0.47,17.898,18.364,41.212,7186
2022,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,72.918,78.669,2.692,45.532,15.135,61.634,23.173,4,61.549,17.426,76.505,19.272,41.212,-1.55,40.359,41.911,16.267,16312
2023,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,64.458,73.944,1.106,63.931,43.534,58.83,18.159,0,51.875,0.0,36.041,18.474,16.267,1.05,16.843,15.796,21.91,6439
2024,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,68.857,81.329,0.852,32.047,34.533,49.187,29.015,0,68.207,1.586,72.896,13.52,21.91,-0.11,21.849,21.959,19.568,8672
2025,59680162B91872344495309,Suleja,Niger,North Central,9.219,7.154,39581,0,62.39,73.403,2.009,52.047,42.832,53.25,14.65,0,60.33,4.319,60.168,22.911,19.568,1.74,20.524,18.785,,7745
2020,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,59.319,96.848,0.888,58.202,46.656,94.245,3.671,2,41.018,0.0,96.364,20.464,11.816,-0.97,11.283,12.252,13.282,3512
2021,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,70.587,95.193,0.2,35.272,91.823,91.161,16.326,1,28.757,0.887,99.0,33.622,13.282,1.81,14.276,12.469,2.413,3948
2022,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,54.184,99.0,0.2,32.362,97.59,99.0,12.222,0,42.417,0.0,99.0,33.034,2.413,-3.0,0.763,3.763,8.491,717
2023,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,59.616,99.0,1.997,31.657,96.73,85.283,5.057,0,31.077,0.0,95.058,10.561,8.491,-3.0,6.841,9.841,12.053,2524
2024,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,62.284,99.0,1.495,36.984,79.839,99.0,0.5,1,43.03,0.0,91.915,25.528,12.053,-2.34,10.767,13.105,16.982,3582
2025,59680162B91981903970684,Oyi,Anambra,South East,6.226,6.89,29721,1,56.793,99.0,0.2,36.708,78.387,79.094,4.129,1,56.278,0.0,99.0,25.808,16.982,-1.02,16.42,17.441,,5047
2020,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,76.086,65.586,4.719,49.035,27.551,57.838,28.454,1,27.007,13.302,69.35,13.296,38.864,-0.08,38.822,38.899,26.516,11291
2021,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,65.151,65.04,3.126,49.488,45.387,57.263,16.023,1,36.9,11.07,46.252,7.568,26.516,1.29,27.227,25.934,30.083,7703
2022,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,74.304,74.881,3.965,24.106,46.556,42.639,19.629,2,55.504,6.583,59.44,21.118,30.083,-2.5,28.706,31.209,36.281,8740
2023,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,75.531,62.1,3.591,42.862,54.689,55.523,29.469,2,42.092,0.0,79.459,16.063,36.281,0.75,36.694,35.943,35.286,10540
2024,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,75.665,44.58,3.286,38.575,44.945,66.674,17.856,1,41.778,21.851,85.577,40.208,35.286,0.47,35.545,35.075,36.388,10251
2025,59680162B92155854422456,Kabba/Bunu,Kogi,North Central,8.072,6.141,29052,0,74.961,66.31,1.989,38.78,42.754,70.763,18.299,3,59.595,8.685,76.536,26.907,36.388,2.51,37.769,35.258,,10571
2020,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,66.095,88.258,0.2,32.848,74.223,85.958,7.945,1,10.97,3.494,78.818,40.553,11.207,-3.0,9.557,12.557,9.641,5141
2021,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,52.804,99.0,0.2,54.966,61.769,97.54,1.713,0,31.323,0.0,94.423,22.928,9.641,-0.04,9.617,9.662,7.843,4423
2022,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,60.2,99.0,0.741,37.403,81.381,99.0,19.453,1,37.697,0.0,99.0,27.823,7.843,-1.52,7.006,8.529,8.442,3598
2023,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,55.646,99.0,2.528,29.551,88.088,98.089,0.5,0,26.74,0.0,79.718,36.643,8.442,-1.01,7.885,8.898,4.589,3873
2024,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,63.811,99.0,1.556,27.191,99.0,99.0,0.5,0,39.023,0.0,99.0,34.093,4.589,-3.0,2.939,5.939,5.844,2105
2025,59680162B92640548002056,Anaocha,Anambra,South East,6.099,7.019,45876,1,67.427,96.014,0.382,55.638,84.466,92.154,15.803,0,37.268,0.0,94.24,39.749,5.844,-2.12,4.676,6.8,,2681
2020,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,60.185,99.0,0.583,31.111,72.26,99.0,3.588,0,44.309,0.0,99.0,15.011,14.379,0.25,14.518,14.265,11.93,6959
2021,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,55.89,99.0,0.584,39.592,81.949,90.915,10.978,1,41.998,14.817,99.0,14.01,11.93,-0.01,11.926,11.934,1.045,5774
2022,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,53.448,86.178,0.932,21.869,98.912,99.0,0.682,1,32.422,0.0,99.0,34.748,1.045,-0.59,0.721,1.31,12.061,506
2023,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,57.252,90.361,0.568,34.286,84.314,92.481,13.37,0,48.28,10.014,99.0,25.166,12.061,-2.39,10.749,13.135,13.383,5837
2024,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,67.42,91.636,1.988,21.901,65.817,99.0,5.273,0,43.237,0.0,96.684,17.596,13.383,-1.94,12.314,14.257,4.735,6477
2025,59680162B92942987363648,Ife East,Osun,South West,7.389,4.581,48399,1,48.654,99.0,0.414,37.486,93.286,99.0,4.829,2,28.307,0.0,88.481,20.929,4.735,-2.0,3.636,5.634,,2292
2020,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,91.236,63.84,3.212,59.512,33.588,58.502,32.415,2,54.508,23.731,57.178,9.135,38.807,2.02,39.916,37.899,26.218,10996
2021,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,69.869,69.331,3.549,37.117,51.1,69.841,16.764,1,35.927,10.255,74.418,14.407,26.218,0.93,26.73,25.799,34.813,7429
2022,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,70.161,61.118,4.027,42.523,49.576,51.896,21.417,0,60.092,12.797,60.105,29.287,34.813,1.97,35.896,33.927,29.164,9865
2023,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,76.531,69.596,3.494,43.098,46.455,67.682,11.338,4,29.866,23.199,64.133,29.113,29.164,2.19,30.367,28.18,24.248,8264
2024,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,60.806,54.167,1.599,49.049,52.29,67.085,15.897,1,37.684,15.443,62.735,34.925,24.248,1.77,25.221,23.452,29.455,6871
2025,59680162B92999716235821,Dekina,Kogi,North Central,7.595,7.144,28336,0,74.734,59.381,3.075,30.273,49.969,77.119,26.617,2,73.408,11.483,69.852,28.194,29.455,-0.46,29.2,29.663,,8346
2020,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,83.995,33.201,5.459,64.928,28.339,59.085,36.23,1,62.576,53.854,40.36,17.901,60.588,1.51,61.42,59.907,53.924,36810
2021,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,93.369,24.914,3.397,47.743,25.752,28.599,40.921,1,57.584,40.038,25.495,13.373,53.924,2.64,55.379,52.734,51.28,32761
2022,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,90.347,38.851,3.1,60.878,31.133,38.674,21.093,1,78.051,25.766,60.759,7.727,51.28,2.44,52.619,50.184,49.569,31154
2023,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,87.295,32.61,4.883,52.557,19.763,26.888,37.288,1,50.564,15.165,47.42,17.145,49.569,1.26,50.26,49.004,59.512,30115
2024,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,88.431,42.147,6.526,72.033,20.795,26.182,34.597,1,61.094,30.641,53.043,15.063,59.512,-1.67,58.591,60.265,51.416,36156
2025,59680162B93100308813933,Maigatari,Jigawa,North West,12.7,9.608,60754,0,91.307,35.191,4.69,70.516,39.739,30.294,27.938,2,62.644,35.696,45.712,25.386,51.416,1.04,51.987,50.948,,31237
2020,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,65.295,93.632,2.358,38.857,66.089,83.745,5.133,0,32.568,0.0,64.147,17.573,16.205,-0.75,15.791,16.544,11.202,7164
2021,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,66.249,93.843,0.384,47.945,68.199,74.064,17.133,1,36.022,0.0,93.82,52.276,11.202,0.13,11.275,11.143,18.169,4952
2022,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,77.244,88.86,2.96,37.592,77.554,95.011,6.003,0,29.42,0.0,83.549,14.889,18.169,-1.1,17.567,18.662,13.569,8032
2023,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,64.494,93.029,4.014,14.0,61.611,64.24,10.099,1,40.667,0.0,85.547,24.682,13.569,-2.58,12.149,14.731,4.876,5999
2024,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,57.375,80.809,2.054,14.0,79.236,99.0,5.13,1,21.034,0.0,90.677,19.012,4.876,1.03,5.443,4.411,7.678,2155
2025,59680162B93345317219884,Idemili North,Anambra,South East,6.126,6.9,44209,0,62.379,96.652,3.699,14.492,89.505,94.27,0.5,1,59.9,10.771,88.551,27.231,7.678,-0.4,7.458,7.857,,3394
2020,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,76.914,44.112,3.58,57.749,9.234,42.61,35.947,2,55.823,35.546,45.309,8.127,56.195,3.32,58.023,54.699,50.705,37112
2021,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,83.415,39.21,2.899,63.603,16.015,46.091,25.232,1,67.079,42.48,35.908,29.204,50.705,3.1,52.413,49.308,47.827,33487
2022,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,79.965,43.234,2.596,59.403,50.083,42.619,45.942,1,52.229,33.49,38.269,10.55,47.827,2.45,49.173,46.725,50.477,31586
2023,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,90.145,31.563,5.525,68.88,32.691,46.674,29.68,1,61.991,19.175,54.166,10.38,50.477,2.41,51.801,49.394,38.986,33336
2024,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,88.544,42.147,3.447,53.614,10.375,36.151,19.938,2,52.659,16.975,61.925,14.842,38.986,2.79,40.522,37.73,54.331,25747
2025,59680162B93375949891062,Dan Musa,Katsina,North West,12.262,7.28,66042,0,88.026,36.291,4.902,69.696,19.509,34.382,39.981,1,62.261,36.544,35.119,15.275,54.331,4.23,56.657,52.428,,35881
2020,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,74.746,94.462,2.313,48.817,67.941,97.951,9.833,2,71.493,0.993,89.396,28.73,27.901,-1.74,26.945,28.683,21.234,6547
2021,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,58.487,94.839,3.022,52.301,59.035,81.697,11.593,0,43.477,5.032,90.214,21.403,21.234,-0.46,20.981,21.44,14.751,4983
2022,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,63.566,97.495,2.382,38.731,66.155,85.811,6.214,1,54.375,0.0,82.154,20.737,14.751,-1.74,13.794,15.535,12.974,3462
2023,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,61.063,99.0,2.998,37.682,68.394,79.159,10.512,2,42.944,0.0,92.006,50.744,12.974,-0.59,12.651,13.238,7.474,3044
2024,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,48.05,99.0,0.272,37.352,78.5,88.592,7.213,1,37.823,9.61,71.804,40.504,7.474,0.14,7.552,7.41,11.304,1754
2025,59680162B93423525469915,Etche,Rivers,South South,5.072,7.085,23466,1,56.958,91.465,1.02,36.886,86.32,86.934,1.306,1,60.652,0.0,79.58,30.304,11.304,-0.58,10.982,11.566,,2653
2020,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,61.468,99.0,0.242,38.101,97.471,90.558,14.628,0,32.092,0.0,99.0,41.19,8.333,-2.33,7.051,9.382,14.489,3000
2021,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,56.889,86.335,1.691,49.029,99.0,87.531,11.113,0,51.151,10.066,99.0,19.087,14.489,-2.96,12.859,15.823,8.367,5216
2022,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,57.939,84.233,0.2,34.006,74.949,79.119,17.798,1,24.341,0.0,89.265,44.449,8.367,0.46,8.62,8.16,5.463,3012
2023,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,50.727,99.0,0.516,48.996,82.566,99.0,12.093,0,10.994,0.0,76.367,26.078,5.463,-1.87,4.435,6.304,9.696,1966
2024,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,49.222,80.756,0.828,40.52,82.964,99.0,4.73,1,17.865,2.275,99.0,27.904,9.696,-0.21,9.581,9.791,2.929,3490
2025,59680162B9357675593038,Ikole,Ekiti,South West,7.878,5.529,35996,1,53.138,90.802,0.2,52.237,89.301,99.0,5.316,0,44.955,0.36,90.081,28.25,2.929,-1.98,1.838,3.822,,1054
2020,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,57.689,99.0,1.019,37.367,68.319,61.884,6.056,3,47.738,0.0,88.954,33.981,14.546,-1.0,13.997,14.996,20.542,1023
2021,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,74.101,77.812,1.49,46.351,67.821,64.037,10.113,0,60.102,2.879,85.727,13.491,20.542,-0.4,20.321,20.722,25.58,1444
2022,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,73.671,86.267,1.109,28.432,73.935,57.51,17.389,1,58.279,0.0,86.492,12.231,25.58,-1.59,24.704,26.296,6.454,1798
2023,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,40.869,76.3,1.412,36.185,59.943,73.044,0.5,0,54.433,0.0,53.018,36.168,6.454,0.74,6.862,6.121,16.191,454
2024,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,53.185,91.234,0.616,50.613,74.447,83.667,0.78,0,46.47,0.0,98.401,14.146,16.191,-0.31,16.02,16.332,8.675,1138
2025,59680162B93651715341205,Warri North,Delta,South South,5.879,5.266,7030,1,55.701,89.196,3.433,39.423,99.0,97.557,16.027,0,55.697,0.0,87.36,33.375,8.675,-2.74,7.168,9.909,,610
2020,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,52.741,75.944,2.406,50.904,72.425,84.923,10.347,2,37.121,0.0,90.362,22.009,15.866,1.22,16.537,15.316,37.43,8294
2021,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,71.799,73.446,3.403,48.245,37.321,63.339,15.887,6,55.009,1.26,82.472,13.945,37.43,-0.99,36.889,37.874,23.024,19568
2022,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,56.618,78.156,2.503,46.101,64.419,78.261,17.757,0,49.08,0.0,95.257,24.713,23.024,-0.89,22.534,23.424,21.786,12036
2023,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,70.59,76.361,1.974,41.636,42.924,65.295,9.415,2,37.555,5.641,93.688,20.74,21.786,-0.23,21.658,21.891,21.035,11389
2024,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,64.171,61.703,2.804,37.37,50.546,75.335,11.275,4,50.939,15.403,79.803,13.763,21.035,1.74,21.993,20.252,26.665,10997
2025,59680162B93998087230069,Bosso,Niger,North Central,9.645,6.357,52277,1,60.91,57.973,3.266,39.935,30.472,86.783,1.631,0,33.823,0.0,98.049,15.299,26.665,0.28,26.817,26.54,,13939
2020,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,66.236,89.43,3.723,26.646,58.313,79.65,16.652,0,52.013,13.401,93.104,38.33,30.041,0.93,30.55,29.624,13.207,7727
2021,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,62.647,89.049,1.672,30.877,78.935,90.501,11.8,1,42.548,1.08,80.4,11.702,13.207,-1.57,12.341,13.916,18.49,3397
2022,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,70.991,88.055,0.328,48.256,72.811,75.352,0.5,1,36.563,2.92,81.451,42.688,18.49,-1.44,17.7,19.137,23.248,4756
2023,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,61.616,90.091,1.43,27.074,59.089,90.636,6.247,1,32.074,0.305,88.307,27.688,23.248,-0.86,22.776,23.635,10.109,5980
2024,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,74.776,87.594,1.999,31.306,74.126,83.088,2.197,0,29.701,0.0,77.485,49.059,10.109,-2.32,8.833,11.154,19.167,2600
2025,59680162B94034829608504,Ise/Orun,Ekiti,South West,7.421,5.383,25721,0,52.121,79.837,0.2,29.757,55.875,78.207,29.3,0,49.888,0.0,99.0,33.65,19.167,-2.68,17.692,20.373,,4930
2020,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,59.398,99.0,1.508,36.725,90.361,99.0,20.351,1,22.294,0.0,91.476,27.193,13.296,-2.17,12.104,14.271,20.427,8365
2021,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,63.022,97.936,1.159,30.966,63.72,72.793,14.332,0,52.158,0.0,72.811,18.652,20.427,-1.77,19.455,21.222,20.447,12851
2022,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,65.812,76.933,2.858,31.973,66.967,63.948,9.827,2,41.127,0.0,68.501,15.858,20.447,-0.12,20.378,20.503,15.119,12864
2023,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,71.09,86.867,0.21,35.604,53.946,68.599,0.5,3,22.406,2.099,77.524,21.966,15.119,-1.66,14.208,15.864,12.701,9512
2024,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,56.02,84.782,3.486,30.839,92.096,96.389,8.973,2,36.339,0.0,87.573,19.381,12.701,-2.5,11.324,13.828,14.25,7991
2025,59680162B94225169025314,Owerri Municipal,Imo,South East,5.476,7.026,62913,0,66.576,78.89,2.371,16.302,60.363,93.271,20.481,0,48.417,0.0,91.026,35.838,14.25,0.51,14.528,14.023,,8965
2020,59680162B94327255764727,Ayedade,Osun,South West,7.334,4.356,35555,0,64.299,91.069,1.636,35.517,60.792,83.855,9.236,0,21.755,6.898,89.486,25.279,24.029,-1.15,23.399,24.544,16.824,8543
2021,59680162B94327255764727,Ayedade,Osun,South West,7.334,4.356,35555,0,62.99,82.557,0.933,42.135,58.953,59.614,18.91,0,59.014,3.688,81.953,24.503,16.824,1.19,17.478,16.289,15.297,5982
2022,59680162B94327255764727,Ayedade,Osun,South West,7.334,4.356,35555,0,71.961,70.645,2.068,25.766,61.251,90.872,11.685,0,38.178,0.0,91.463,26.605,15.297,-0.74,14.89,15.63,20.087,5439
2023,59680162B94327255764727,Ayedade,Osun,South West,7.334,4.356,35555,0,57.014,81.298,2.264,44.393,63.253,99.0,16.203,1,37.964,11.757,68.94,13.025,20.087,-0.12,20.02,20.141,20.081,7142
